repo_key,agent,skill_rel_path,acf_path,n_post_intro_commits,n_cochange_commits,has_any_cochange
markuplint__markuplint,Copilot,.claude/skills/framework-parsers/SKILL.md,CLAUDE.md,3,1,True
Z3Prover__z3,Copilot,.github/skills/benchmark/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/encode/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/explain/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/memory-safety/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/optimize/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/prove/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/simplify/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/solve/SKILL.md,.github/copilot-instructions.md,1,0,False
Z3Prover__z3,Copilot,.github/skills/static-analysis/SKILL.md,.github/copilot-instructions.md,1,0,False
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-agent-config/SKILL.md,CLAUDE.md,1,1,True
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-browser-agent/SKILL.md,CLAUDE.md,1,1,True
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-custom-node-developer/SKILL.md,CLAUDE.md,3,1,True
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-model-provider-config/SKILL.md,CLAUDE.md,2,1,True
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-workflow-builder/SKILL.md,CLAUDE.md,2,1,True
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/unslop/SKILL.md,CLAUDE.md,1,1,True
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/replicate-api-check/SKILL.md,CLAUDE.md,1,0,False
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/story/SKILL.md,CLAUDE.md,15,0,False
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/vocab-lesson/SKILL.md,CLAUDE.md,1,0,False
tambo-ai__tambo,OpenAI_Codex,.claude/skills/ai-sdk-model-manager/SKILL.md,CLAUDE.md,2,0,False
tambo-ai__tambo,OpenAI_Codex,.claude/skills/building-settings-ui/SKILL.md,CLAUDE.md,1,0,False
tambo-ai__tambo,OpenAI_Codex,.claude/skills/compound-components/SKILL.md,CLAUDE.md,3,0,False
tambo-ai__tambo,OpenAI_Codex,.claude/skills/creating-styled-wrappers/SKILL.md,CLAUDE.md,2,0,False
temporalio__ui,OpenAI_Codex,.claude/skills/auth-testing/SKILL.md,CLAUDE.md,2,0,False
temporalio__ui,OpenAI_Codex,.claude/skills/svelte-migrate/SKILL.md,CLAUDE.md,1,0,False
ktorio__ktor,OpenAI_Codex,.claude/skills/fix-bug/SKILL.md,CLAUDE.md,2,0,False
logiscape__mcp-sdk-php,OpenAI_Codex,.claude/skills/bug-review/SKILL.md,CLAUDE.md,1,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/generate-bounds/SKILL.md,AGENTS.md,5,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/generate-calculations/SKILL.md,AGENTS.md,1,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/monte-carlo/SKILL.md,AGENTS.md,5,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/run-napkin-math-pipeline/SKILL.md,AGENTS.md,1,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/run-scenarios/SKILL.md,AGENTS.md,1,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/test-napkin-math/SKILL.md,AGENTS.md,2,0,False
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/validate-parameters/SKILL.md,AGENTS.md,2,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/09-test-writing/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/10-implementation/SKILL.md,CLAUDE.md,2,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/11-build-loop/02-test/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/11-build-loop/03-fix-iter/SKILL.md,CLAUDE.md,1,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/12-security-impl/01-static-scan/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/14-fix-findings/SKILL.md,CLAUDE.md,1,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/16-create-pr/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/03-design-draft/SKILL.md,CLAUDE.md,1,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/09-test-writing/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/10-implementation/SKILL.md,CLAUDE.md,2,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/11-build-loop/02-test/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/11-build-loop/03-fix-iter/SKILL.md,CLAUDE.md,1,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/12-security-impl/01-static-scan/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/14-fix-findings/SKILL.md,CLAUDE.md,1,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/16-create-pr/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/17-ci-cycle/01-wait-checks/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/17-ci-cycle/02-fix-bot-comments/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/17-ci-cycle/03-await-merge/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/integration-pipeline-preview/17-ci-cycle/SKILL.md,CLAUDE.md,1,1,True
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/neohaskell-implementer/SKILL.md,CLAUDE.md,1,0,False
neohaskell__NeoHaskell,OpenAI_Codex,.claude/skills/neohaskell-style-guide/SKILL.md,CLAUDE.md,1,0,False
databuddy-analytics__Databuddy,OpenAI_Codex,.cursor/skills/databuddy/SKILL.md,CLAUDE.md,3,0,False
seasonedcc__remix-forms,OpenAI_Codex,.claude/skills/release/SKILL.md,AGENTS.md,4,1,True
seasonedcc__remix-forms,OpenAI_Codex,.claude/skills/safe-element-comparison/SKILL.md,AGENTS.md,1,0,False
Skyvern-AI__skyvern,OpenAI_Codex,.claude/skills/bump-version/SKILL.md,CLAUDE.md,1,0,False
gacela-project__gacela,OpenAI_Codex,.claude/skills/release/SKILL.md,AGENTS.md,1,0,False
nrwl__nx-console,OpenAI_Codex,.cursor/skills/monitor-ci/SKILL.md,CLAUDE.md,1,1,True
nrwl__nx-console,OpenAI_Codex,.cursor/skills/nx-generate/SKILL.md,CLAUDE.md,1,1,True
nrwl__nx-console,OpenAI_Codex,.cursor/skills/nx-workspace/SKILL.md,CLAUDE.md,1,1,True
nrwl__nx-console,OpenAI_Codex,.github/skills/monitor-ci/SKILL.md,CLAUDE.md,1,1,True
nrwl__nx-console,OpenAI_Codex,.github/skills/nx-generate/SKILL.md,CLAUDE.md,1,1,True
nrwl__nx-console,OpenAI_Codex,.github/skills/nx-workspace/SKILL.md,CLAUDE.md,1,1,True
macalbert__envilder,OpenAI_Codex,.github/skills/common-architecture-decisions/SKILL.md,AGENTS.md,5,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/common-git/SKILL.md,AGENTS.md,2,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/common-security/SKILL.md,AGENTS.md,2,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/common-testing-conventions/SKILL.md,AGENTS.md,4,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/doc-sync/SKILL.md,AGENTS.md,2,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/dotnet-test-doubles/SKILL.md,AGENTS.md,1,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/grill-me/SKILL.md,AGENTS.md,1,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/python-testing/SKILL.md,AGENTS.md,3,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/sdk-acceptance-testing/SKILL.md,AGENTS.md,2,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/sdk-implementation-guide/SKILL.md,AGENTS.md,1,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/typescript-cdk-testing/SKILL.md,AGENTS.md,3,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/typescript-testing/SKILL.md,AGENTS.md,4,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/website-content-strategy/SKILL.md,AGENTS.md,1,0,False
macalbert__envilder,OpenAI_Codex,.github/skills/website-i18n/SKILL.md,AGENTS.md,1,0,False
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/fix-issue/SKILL.md,AGENTS.md,1,0,False
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/kh-assistant/SKILL.md,AGENTS.md,1,0,False
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/prepare-release/SKILL.md,AGENTS.md,4,0,False
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/review-pr/SKILL.md,AGENTS.md,3,0,False
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/test-changes/SKILL.md,AGENTS.md,1,0,False
elixr-games__elics,OpenAI_Codex,.claude/skills/dep-update/SKILL.md,CLAUDE.md,1,0,False
mediar-ai__terminator,OpenAI_Codex,.claude/skills/remote-mcp/skill.md,CLAUDE.md,1,0,False
mediar-ai__terminator,OpenAI_Codex,.claude/skills/terminator-issue-reporter/skill.md,CLAUDE.md,2,1,True
ryokun6__ryos,OpenAI_Codex,.cursor/skills/create-ryos-app/SKILL.md,AGENTS.md,2,0,False
ryokun6__ryos,OpenAI_Codex,.cursor/skills/ui-design-styling/SKILL.md,AGENTS.md,5,0,False
ryokun6__ryos,OpenAI_Codex,.cursor/skills/update-docs/SKILL.md,AGENTS.md,1,0,False
assistant-ui__assistant-ui,OpenAI_Codex,.claude/skills/tap/SKILL.md,CLAUDE.md,2,0,False
selfxyz__self,OpenAI_Codex,.claude/skills/gaps-to-issues/SKILL.md,CLAUDE.md,1,1,True
selfxyz__self,OpenAI_Codex,.claude/skills/pr-summary/SKILL.md,CLAUDE.md,2,0,False
selfxyz__self,OpenAI_Codex,.claude/skills/spec-from-audit/SKILL.md,CLAUDE.md,3,3,True
dropseed__plain,OpenAI_Codex,.claude/skills/plain-bug/SKILL.md,CLAUDE.md,4,1,True
dropseed__plain,OpenAI_Codex,.claude/skills/plain-guide/SKILL.md,CLAUDE.md,1,1,True
dropseed__plain,OpenAI_Codex,.claude/skills/plain-optimize/SKILL.md,CLAUDE.md,4,1,True
dropseed__plain,OpenAI_Codex,.claude/skills/plain-portal/SKILL.md,CLAUDE.md,5,1,True
dropseed__plain,OpenAI_Codex,.claude/skills/plain-postgres-doctor/SKILL.md,CLAUDE.md,3,2,True
dropseed__plain,OpenAI_Codex,.claude/skills/plain-upgrade/SKILL.md,CLAUDE.md,4,1,True
dropseed__plain,OpenAI_Codex,.claude/skills/release/SKILL.md,CLAUDE.md,13,1,True
dropseed__plain,OpenAI_Codex,plain-portal/plain/portal/agents/.claude/skills/plain-portal/SKILL.md,CLAUDE.md,5,1,True
dropseed__plain,OpenAI_Codex,plain-postgres/plain/postgres/agents/.claude/skills/plain-postgres-doctor/SKILL.md,CLAUDE.md,3,2,True
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-bug/SKILL.md,CLAUDE.md,4,1,True
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-guide/SKILL.md,CLAUDE.md,1,1,True
dropseed__plain,OpenAI_Codex,plainx-dev/plainx/dev/agents/.claude/skills/plainx-release/SKILL.md,CLAUDE.md,1,1,True
rendercv__rendercv,OpenAI_Codex,.claude/skills/review-rendercv-pr/SKILL.md,CLAUDE.md,1,0,False
rendercv__rendercv,OpenAI_Codex,.claude/skills/solve-rendercv-issue/SKILL.md,CLAUDE.md,2,0,False
rendercv__rendercv,OpenAI_Codex,.claude/skills/triage-rendercv-issue/SKILL.md,CLAUDE.md,1,0,False
dlt-hub__dlt,OpenAI_Codex,.claude/skills/auto-docstring-rules/SKILL.md,CLAUDE.md,1,0,False
dlt-hub__dlt,OpenAI_Codex,.claude/skills/auto-import-rules/SKILL.md,CLAUDE.md,1,0,False
dlt-hub__dlt,OpenAI_Codex,.claude/skills/review-pr/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/bench-compare/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/flaky-analyze/SKILL.md,CLAUDE.md,2,1,True
apache__pinot,OpenAI_Codex,.claude/skills/precommit/SKILL.md,CLAUDE.md,2,1,True
apache__pinot,OpenAI_Codex,.claude/skills/quickstart/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-architecture/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-concurrency-state/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-config-backcompat/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-correctness-nulls/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-naming-api/SKILL.md,CLAUDE.md,2,1,True
apache__pinot,OpenAI_Codex,.claude/skills/review-performance/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-process-scope/SKILL.md,CLAUDE.md,1,0,False
apache__pinot,OpenAI_Codex,.claude/skills/review-testing/SKILL.md,CLAUDE.md,2,0,False
apache__pinot,OpenAI_Codex,.claude/skills/run-test/SKILL.md,CLAUDE.md,1,0,False
hathach__tinyusb,OpenAI_Codex,.claude/skills/code-size/SKILL.md,CLAUDE.md,2,0,False
hathach__tinyusb,OpenAI_Codex,.claude/skills/hil/SKILL.md,CLAUDE.md,4,0,False
afadil__wealthfolio,OpenAI_Codex,.claude/skills/react-useeffect/SKILL.md,AGENTS.md,1,1,True
afadil__wealthfolio,OpenAI_Codex,.claude/skills/run-e2e-tests/SKILL.md,AGENTS.md,1,0,False
openai__codex,OpenAI_Codex,.codex/skills/babysit-pr/SKILL.md,AGENTS.md,4,0,False
openai__codex,OpenAI_Codex,.codex/skills/code-review-context/SKILL.md,AGENTS.md,1,0,False
openai__codex,OpenAI_Codex,.codex/skills/code-review/SKILL.md,AGENTS.md,1,0,False
openai__codex,OpenAI_Codex,.codex/skills/codex-issue-digest/SKILL.md,AGENTS.md,2,0,False
openai__codex,OpenAI_Codex,.codex/skills/codex-pr-body/SKILL.md,AGENTS.md,1,0,False
BoldGrid__w3-total-cache,OpenAI_Codex,.claude/skills/move-pr-to-private-ghsa/SKILL.md,CLAUDE.md,1,0,False
BoldGrid__w3-total-cache,OpenAI_Codex,.claude/skills/pr-content-to-jira/SKILL.md,CLAUDE.md,1,0,False
iopsystems__rezolus,OpenAI_Codex,.claude/skills/pr/SKILL.md,CLAUDE.md,2,0,False
iopsystems__rezolus,OpenAI_Codex,.claude/skills/release/SKILL.md,CLAUDE.md,2,0,False
lumen-notes__lumen,OpenAI_Codex,.claude/skills/changelog/SKILL.md,CLAUDE.md,3,0,False
SwitchbackTech__compass,OpenAI_Codex,.claude/skills/a11y-audit/SKILL.md,CLAUDE.md,1,0,False
SwitchbackTech__compass,OpenAI_Codex,.codex/skills/a11y-audit/SKILL.md,CLAUDE.md,1,0,False
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/cypress-e2e/SKILL.md,CLAUDE.md,1,0,False
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.figma-to-code/SKILL.md,CLAUDE.md,3,0,False
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.prototype/SKILL.md,CLAUDE.md,2,0,False
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.sync-component/SKILL.md,CLAUDE.md,2,0,False
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.sync-variables/SKILL.md,CLAUDE.md,2,0,False
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/design.verify/SKILL.md,CLAUDE.md,2,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/api-endpoint-contract/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/audit-design-system/SKILL.md,CLAUDE.md,3,2,True
trycompai__comp,OpenAI_Codex,.claude/skills/audit-hooks/SKILL.md,CLAUDE.md,3,2,True
trycompai__comp,OpenAI_Codex,.claude/skills/audit-rbac/SKILL.md,CLAUDE.md,3,2,True
trycompai__comp,OpenAI_Codex,.claude/skills/audit-tests/SKILL.md,CLAUDE.md,2,1,True
trycompai__comp,OpenAI_Codex,.claude/skills/data/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/forms/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/infra/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/new-feature-setup/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/prisma/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/production-readiness/SKILL.md,CLAUDE.md,3,2,True
trycompai__comp,OpenAI_Codex,.claude/skills/prompt-engineering/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/trigger-advanced-tasks/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/trigger-basic/SKILL.md,CLAUDE.md,1,0,False
trycompai__comp,OpenAI_Codex,.claude/skills/trigger-realtime/SKILL.md,CLAUDE.md,1,0,False
lidofinance__diffyscan,OpenAI_Codex,.claude/skills/add-explorer/SKILL.md,CLAUDE.md,3,1,True
lidofinance__diffyscan,OpenAI_Codex,.claude/skills/debug-diff/SKILL.md,CLAUDE.md,4,0,False
lidofinance__diffyscan,OpenAI_Codex,.claude/skills/new-config/SKILL.md,CLAUDE.md,4,1,True
lidofinance__diffyscan,OpenAI_Codex,.claude/skills/validate-config/SKILL.md,CLAUDE.md,1,0,False
lightdash__lightdash,Cursor,.claude/skills/breakup-pr/SKILL.md,CLAUDE.md,3,0,False
lightdash__lightdash,Cursor,.claude/skills/fix-vulnerability/SKILL.md,CLAUDE.md,2,1,True
lightdash__lightdash,Cursor,.claude/skills/frontend-style-guide/SKILL.md,CLAUDE.md,10,0,False
lightdash__lightdash,Cursor,.claude/skills/graphite/SKILL.md,CLAUDE.md,1,1,True
lightdash__lightdash,Cursor,.claude/skills/ld-permissions/SKILL.md,CLAUDE.md,2,1,True
Arize-ai__openinference,Cursor,.claude/skills/python-canary-fix/SKILL.md,CLAUDE.md,1,0,False
elie222__inbox-zero,Cursor,.claude/skills/changelog/SKILL.md,CLAUDE.md,2,0,False
elie222__inbox-zero,Cursor,.claude/skills/cloud-dev-environment/SKILL.md,CLAUDE.md,3,0,False
elie222__inbox-zero,Cursor,.claude/skills/pr-loop/SKILL.md,CLAUDE.md,5,0,False
elie222__inbox-zero,Cursor,.claude/skills/pr-watch/SKILL.md,CLAUDE.md,3,0,False
elie222__inbox-zero,Cursor,.claude/skills/qa-label/SKILL.md,CLAUDE.md,1,0,False
elie222__inbox-zero,Cursor,.claude/skills/test-feature/SKILL.md,CLAUDE.md,3,0,False
elie222__inbox-zero,Cursor,.claude/skills/update-packages/SKILL.md,CLAUDE.md,1,0,False
dailydotdev__apps,Cursor,.claude/skills/recruiter/SKILL.md,CLAUDE.md,1,0,False
philosowaffle__peloton-to-garmin,Cursor,.claude/skills/working-issue/SKILL.md,CLAUDE.md,1,0,False
getsentry__sentry-java,Cursor,.claude/skills/btrace-perfetto/SKILL.md,CLAUDE.md,1,0,False
getsentry__sentry-java,Cursor,.claude/skills/create-java-pr/SKILL.md,CLAUDE.md,5,0,False
plastic-labs__honcho,Devin,.claude/skills/migrate-honcho-py/SKILL.md,CLAUDE.md,3,0,False
plastic-labs__honcho,Devin,.claude/skills/migrate-honcho-ts/SKILL.md,CLAUDE.md,3,0,False
tegnike__aituber-kit,Devin,.claude/skills/sync-translations/SKILL.md,CLAUDE.md,5,0,False
tegnike__aituber-kit,Devin,.claude/skills/update-docs/SKILL.md,CLAUDE.md,2,0,False
tegnike__aituber-kit,Devin,.claude/skills/verify-endpoints/SKILL.md,CLAUDE.md,1,0,False
